Date;Récépissé;Remettant;Code agence entrée;Agence gestion;Agence sortie;Code produit;Destinataire;Pays;CP;Ville;N. UM;N. Palette;Poids;C.R.;Encaissement;Date encaissement;Solde;Paiement;Chèque paiement
13/10/2020;20033195;4088 - OPTIC MEGALENS;1;1;44;ECR;6MI005-ILHAM OPTIQUE;MA;35100;GUERCIF;1;0;2;380;380;21/12/2020;05/01/2021;30/12/2020 // Réf: 224708;V20201899
24/09/2020;20030733;4088 - OPTIC MEGALENS;1;1;3;ECR;6MS025-SANTE VISION AMROUS;MA;32250;IMZOUREN;1;0;5;1 600.00;1600;24/12/2020;05/01/2021;30/12/2020 // Réf: 224708;V20201899
24/09/2020;20030732;4088 - OPTIC MEGALENS;1;1;3;ECR;6MS025-SANTE VISION AMROUS;MA;32250;IMZOUREN;1;0;3;900;900;22/12/2020;05/01/2021;30/12/2020 // Réf: 224708;V20201899
23/12/2020;1013360764;4121 - L'N OPTIC;27-janv;1;47;ECR;OPTIQUE YAACOUBI;MA;15000;KHEMISSET;1;0;2;270;270;25/12/2020;05/01/2021;30/12/2020 // Réf: 224685;V20201897
18/12/2020;1013360825;4121 - L'N OPTIC;27;1;71;ECR;OPTIC ISSA;MA;91000;CHEFCHAOUEN;1;0;2;215.5;215.5;19/12/2020;05/01/2021;30/12/2020 // Réf: 224684;V20201897
24/12/2020;1013399786;412101 - L'N OPTIC CASA;1;1;18;ECR;SHAMS OP;MA;45000;OUARZAZATE;1;0;2;720;720;26/12/2020;05/01/2021;30/12/2020 // Réf: 224686;V20201897
22/12/2020;1013399758;412101 - L'N OPTIC CASA;1;1;64;ECR;OP AL ANDALOUSS;MA;15400;TIFLET;1;0;2;392.5;392.5;23/12/2020;05/01/2021;30/12/2020 // Réf: 224686;V20201897
22/12/2020;1013399767;412101 - L'N OPTIC CASA;1;1;8;ECR;OP EL KHAMLICHI;MA;32000;AL HOCEIMA;1;0;2;385;385;25/12/2020;05/01/2021;30/12/2020 // Réf: 224686;V20201897
22/12/2020;1013399765;412101 - L'N OPTIC CASA;1;1;78;ECR;NEVA OP;MA;24350;SIDI BENNOUR;1;0;2;237;237;23/12/2020;05/01/2021;30/12/2020 // Réf: 224686;V20201897
21/12/2020;1013399756;412101 - L'N OPTIC CASA;1;1;16;ECR;OPTIC EL BASMALA;MA;16000;SIDI KACEM;1;0;2;340;340;26/12/2020;05/01/2021;30/12/2020 // Réf: 224686;V20201897
21/12/2020;1013399754;412101 - L'N OPTIC CASA;1;1;114;ECR;SETOUANI VISION;MA;14200;SIDI SLIMANE;1;0;2;219;219;22/12/2020;05/01/2021;30/12/2020 // Réf: 224686;V20201897
21/12/2020;1013399996;412101 - L'N OPTIC CASA;1;1;114;ECR;ZOUIN OPTIC;MA;14200;SIDI SLIMANE;1;0;2;540.01;540.01;23/12/2020;05/01/2021;30/12/2020 // Réf: 224686;V20201897
18/12/2020;1013399989;412101 - L'N OPTIC CASA;1;1;18;ECR;SHAMS OP;MA;45000;OUARZAZATE;1;0;2;340;340;21/12/2020;05/01/2021;30/12/2020 // Réf: 224686;V20201897
08/12/2020;1013399261;412101 - L'N OPTIC CASA;1;1;1-299;ECR;OPTIC SOUALEM;MA;26400;HAD SOUALEM;1;0;2;1 399.00;1399;09/12/2020;05/01/2021;30/12/2020 // Réf: 224686;V20201897
30/11/2020;1013399707;412101 - L'N OPTIC CASA;1;1;114;ECR;ZOUIN OP;MA;14200;SIDI SLIMANE;1;0;5;539.99;539.99;01/12/2020;05/01/2021;30/12/2020 // Réf: 224686;V20201897
30/11/2020;1013399127;412101 - L'N OPTIC CASA;1;1;18;ECR;ENNOUR OP;MA;45000;OUARZAZATE;1;0;5;616.8;616.8;02/12/2020;05/01/2021;30/12/2020 // Réf: 224686;V20201897
19/11/2020;1013399086;412101 - L'N OPTIC CASA;1;1;64;ECR;OP TIFLET;MA;15400;TIFLET;1;0;2;1 050.00;1050;22/12/2020;05/01/2021;30/12/2020 // Réf: 224686;V20201897
04/11/2020;1013099341;412101 - L'N OPTIC CASA;1;1;3;ECR;MOUDIAN OP;MA;32250;IMZOUREN;1;0;5;966;966;18/12/2020;05/01/2021;30/12/2020 // Réf: 224686;V20201897
09/06/2020;1012639965;412101 - L'N OPTIC CASA;1;1;20;ECR;TAHA OPT;MA;86150;AIT MELLOUL;1;0;2;580;580;16/06/2020;05/01/2021;29/12/2020 // Réf: 224181;V20201893
25/12/2020;1013332859;412102 - L'N OPTIC AGADIR;2;1;290;ECR;OPTIC L AVENIR;MA;85000;TIZNIT;1;0;1.2;587;587;26/12/2020;05/01/2021;30/12/2020 // Réf: 224687;V20201897
25/12/2020;1013332863;412102 - L'N OPTIC AGADIR;2;1;290;ECR;EL HAMIDI OPTIC;MA;85000;TIZNIT;1;0;1.2;149;149;26/12/2020;05/01/2021;30/12/2020 // Réf: 224687;V20201897
24/12/2020;1013332855;412102 - L'N OPTIC AGADIR;2;1;290;ECR;OPTIC DE L AVENIR;MA;85000;TIZNIT;1;0;1.2;398.5;398.5;25/12/2020;05/01/2021;30/12/2020 // Réf: 224687;V20201897
23/12/2020;1013188750;412102 - L'N OPTIC AGADIR;2;1;290;ECR;OPTIQUE DE L'AVENIR;MA;85000;TIZNIT;1;0;2;139.5;139.5;24/12/2020;05/01/2021;30/12/2020 // Réf: 224687;V20201897
23/12/2020;1013188748;412102 - L'N OPTIC AGADIR;2;1;290;ECR;EL HAMIDI OPTIQUE;MA;85000;TIZNIT;1;0;2;300;300;25/12/2020;05/01/2021;30/12/2020 // Réf: 224687;V20201897
23/12/2020;1013188745;412102 - L'N OPTIC AGADIR;2;1;72;ECR;ADIL OPTIQUE;MA;70000;LAAYOUNE;1;0;2;385;385;24/12/2020;05/01/2021;30/12/2020 // Réf: 224687;V20201897
22/12/2020;1013188741;412102 - L'N OPTIC AGADIR;2;1;290;ECR;OPTIC L AVENIR;MA;85000;TIZNIT;1;0;1.2;480.02;480.02;24/12/2020;05/01/2021;30/12/2020 // Réf: 224687;V20201897
21/12/2020;1013188735;412102 - L'N OPTIC AGADIR;2;1;290;ECR;OPTIC DE L AVENIR;MA;85000;TIZNIT;1;0;1.2;304.98;304.98;22/12/2020;05/01/2021;30/12/2020 // Réf: 224687;V20201897
19/12/2020;1013188730;412102 - L'N OPTIC AGADIR;2;1;72;ECR;ADIL OPTIQUE;MA;70000;LAAYOUNE;1;0;1.2;229;229;21/12/2020;05/01/2021;30/12/2020 // Réf: 224687;V20201897
26/11/2020;1013076059;412102 - L'N OPTIC AGADIR;2;1;5;ECR;OPTIC ABI ADAM;MA;81000;GUELMIM;1;0;2;278;278;27/11/2020;05/01/2021;30/12/2020 // Réf: 224687;V20201897
21/12/2020;1013541795;412113 - L'N OPTIC FES;13;1;8;ECR;M RABET OPTIC;MA;32000;AL HOCEIMA;1;0;1.2;270;270;22/12/2020;05/01/2021;30/12/2020 // Réf: 224688;V20201897
21/12/2020;1013541799;412113 - L'N OPTIC FES;13;1;35;ECR;MA OPTIC;MA;63300;BERKANE;1;0;1.2;197;197;24/12/2020;05/01/2021;30/12/2020 // Réf: 224688;V20201897
21/12/2020;1013541796;412113 - L'N OPTIC FES;13;1;65;ECR;MOUTAAKIL PTIC;MA;45800;TINGHIR;1;0;1.2;279;279;23/12/2020;05/01/2021;30/12/2020 // Réf: 224688;V20201897
21/12/2020;1013541791;412113 - L'N OPTIC FES;13;1;48;ECR;BANGA OPTIC;MA;54450;M RIRT;1;0;1.2;236;236;22/12/2020;05/01/2021;30/12/2020 // Réf: 224688;V20201897
18/12/2020;1013541778;412113 - L'N OPTIC FES;13;1;48;ECR;LETTES POUR TOUS;MA;54450;M RIRT;1;0;1.2;667;667;19/12/2020;05/01/2021;30/12/2020 // Réf: 224688;V20201897
16/12/2020;1013543745;412113 - L'N OPTIC FES;13;1;65;ECR;TOUDGHA OPTIC;MA;45800;TINGHIR;1;0;1.2;896;896;18/12/2020;05/01/2021;30/12/2020 // Réf: 224688;V20201897
15/12/2020;1013543736;412113 - L'N OPTIC FES;13;1;32;ECR;CLAI OPTIC;MA;53100;AZROU;1;0;1.2;258;258;19/12/2020;05/01/2021;30/12/2020 // Réf: 224688;V20201897
12/12/2020;1013323597;412113 - L'N OPTIC FES;13;1;41;ECR;TAFILALT OPTIC;MA;52200;ARFOUD;1;0;1.2;220;220;14/12/2020;05/01/2021;30/12/2020 // Réf: 224688;V20201897
23/12/2020;1013523956;412115 - L'N OPTIC MARRAKECH;15;1;18;ECR;CHEMS OPTIC;MA;45000;OUARZAZATE;1;0;2;223.5;223.5;24/12/2020;05/01/2021;30/12/2020 // Réf: 224689;V20201897
21/12/2020;1013527850;412115 - L'N OPTIC MARRAKECH;15;1;18;ECR;SHAMS OPTIC;MA;45000;OUARZAZATE;1;0;2;149;149;22/12/2020;05/01/2021;30/12/2020 // Réf: 224689;V20201897
17/12/2020;1013527837;412115 - L'N OPTIC MARRAKECH;15;1;40;ECR;EL GHANDOUR;MA;43000;EL KELAA DES SRAGHNA;1;0;2;693.98;693.98;21/12/2020;05/01/2021;30/12/2020 // Réf: 224689;V20201897
17/12/2020;1013527838;412115 - L'N OPTIC MARRAKECH;15;1;79;ECR;BENFATH OPTIC;MA;44000;ESSAOUIRA;1;0;2;257;257;21/12/2020;05/01/2021;30/12/2020 // Réf: 224689;V20201897
14/12/2020;1013527823;412115 - L'N OPTIC MARRAKECH;15;1;65;ECR;ALMOU OPTIC;MA;45800;TINGHIR;1;0;1.5;198.98;198.98;16/12/2020;05/01/2021;30/12/2020 // Réf: 224689;V20201897
12/12/2020;1013527816;412115 - L'N OPTIC MARRAKECH;15;1;65;ECR;MOUTAOUAKIL;MA;45800;TINGHIR;1;0;1.5;279;279;15/12/2020;05/01/2021;30/12/2020 // Réf: 224689;V20201897
22/12/2020;1011962030;412122 - L'N OPTIC RABAT;22;1;22;ECR;CABINET OPTIQUE ROMMANI;MA;15150;ROMMANI;1;0;1.2;996;996;24/12/2020;05/01/2021;30/12/2020 // Réf: 224690;V20201897
04/12/2020;2012000127;4123 - SOTHEMA PHARMA;1;1;44;ECC;PHIE EL IDRISSI GUERCIF;MA;35100;GUERCIF;1;0;1.2;2 003.20;2003.2;17/12/2020;05/01/2021;30/12/2020 // Réf: 224721;V20201900
25/12/2020;4161219423;4161 - OPTIFAK;1-292;1;18;ECR;NAKHIL GALAXY OPTIQUE;MA;45000;OUARZAZATE;1;0;2;491;491;26/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
25/12/2020;4161219426;4161 - OPTIFAK;1-292;1;18;ECR;IMAD OPTIQUE;MA;45000;OUARZAZATE;1;0;2;258;258;26/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
25/12/2020;4161219424;4161 - OPTIFAK;1-292;1;23;ECR;EDRIF OPTIC;MA;46000;SAFI;1;0;2;203;203;26/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
24/12/2020;4161219410;4161 - OPTIFAK;1-292;1;18;ECR;IMAD OPTIQUE;MA;45000;OUARZAZATE;1;0;2;337.5;337.5;25/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
24/12/2020;4161219412;4161 - OPTIFAK;1-292;1;23;ECR;OPTIQUE DANIEL;MA;46000;SAFI;1;0;2;281;281;25/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
24/12/2020;4161219408;4161 - OPTIFAK;1-292;1;23;ECR;EDRIF OPTIC;MA;46000;SAFI;1;0;2;642;642;25/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
24/12/2020;4161219407;4161 - OPTIFAK;1-292;1;114;ECR;AJIAL VISION;MA;14000;KENITRA;1;0;2;244.5;244.5;25/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
23/12/2020;4161219389;4161 - OPTIFAK;1-292;1;18;ECR;IMAD OPTIQUE;MA;45000;OUARZAZATE;1;0;2;301;301;24/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
23/12/2020;4161219388;4161 - OPTIFAK;1-292;1;4;ECR;SAID OPTIQUE;MA;23200;FQUIH BEN SALAH;1;0;2;142;142;24/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
23/12/2020;4161219390;4161 - OPTIFAK;1-292;1;23;ECR;OPTIQUE DANIEL;MA;46000;SAFI;1;0;2;970;970;24/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
23/12/2020;4161219391;4161 - OPTIFAK;1-292;1;23;ECR;EDRIF OPTIC;MA;46000;SAFI;1;0;2;203.5;203.5;25/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
22/12/2020;4161219365;4161 - OPTIFAK;1-292;1;18;ECR;NAKHIL GALAXY OPTIQUE;MA;45000;OUARZAZATE;1;0;2;368;368;23/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
22/12/2020;4161219358;4161 - OPTIFAK;1-292;1;18;ECR;IMAD OPTIQUE;MA;45000;OUARZAZATE;1;0;2;632.5;632.5;23/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
22/12/2020;4161219361;4161 - OPTIFAK;1-292;1;68;ECR;AL WAHA OPTIQUE;MA;47900;ZAGORA;1;0;2;1 241.50;1241.5;24/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
22/12/2020;4161219362;4161 - OPTIFAK;1-292;1;23;ECR;OPTIQUE DANIEL;MA;46000;SAFI;1;0;2;555;555;23/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
22/12/2020;4161219360;4161 - OPTIFAK;1-292;1;17;ECR;OPTIQUE BOUAROURO;MA;62000;NADOR;1;0;2;200;200;24/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
22/12/2020;4161219363;4161 - OPTIFAK;1-292;1;114;ECR;AJIAL VISION;MA;14000;KENITRA;1;0;2;235;235;23/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
22/12/2020;4161219359;4161 - OPTIFAK;1-292;1;4;ECR;CLAIRE VISION;MA;23000;BENI MELLAL;1;0;2;210;210;23/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
21/12/2020;4161219335;4161 - OPTIFAK;1-292;1;18;ECR;IMAD OPTIQUE;MA;45000;OUARZAZATE;1;0;2;190;190;22/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
21/12/2020;4161219333;4161 - OPTIFAK;1-292;1;68;ECR;AL WAHA OPTIQUE;MA;47900;ZAGORA;1;0;2;737;737;23/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
21/12/2020;4161219331;4161 - OPTIFAK;1-292;1;35;ECR;ZOUHAIR AAMRAOUI;MA;63300;BERKANE;1;0;2;285;285;22/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
21/12/2020;4161219336;4161 - OPTIFAK;1-292;1;23;ECR;OPTIQUE DANIEL;MA;46000;SAFI;1;0;2;342.5;342.5;22/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
21/12/2020;4161219332;4161 - OPTIFAK;1-292;1;114;ECR;AJIAL VISION;MA;14000;KENITRA;1;0;2;389;389;22/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
19/12/2020;4161219316;4161 - OPTIFAK;1-292;1;18;ECR;IMAD OPTIQUE;MA;45000;OUARZAZATE;1;0;2;490;490;21/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
19/12/2020;4161219317;4161 - OPTIFAK;1-292;1;68;ECR;AL WAHA OPTIQUE;MA;47900;ZAGORA;1;0;2;450.25;450.25;23/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
18/12/2020;4161219311;4161 - OPTIFAK;1-292;1;68;ECR;AL WAHA OPTIQUE;MA;47900;ZAGORA;1;0;2;1 265.00;1265;21/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
18/12/2020;4161219313;4161 - OPTIFAK;1-292;1;48;ECR;MY OPTICIEN;MA;54000;KHENIFRA;1;0;2;215;215;19/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
17/12/2020;4161219299;4161 - OPTIFAK;1-292;1;68;ECR;AL WAHA OPTIQUE;MA;47900;ZAGORA;1;0;2;515.75;515.75;21/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
16/12/2020;4161219287;4161 - OPTIFAK;1-292;1;68;ECR;AL WAHA OPTIQUE;MA;47900;ZAGORA;1;0;2;1 113.50;1113.5;17/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
16/12/2020;4161219288;4161 - OPTIFAK;1-292;1;114;ECR;MY LOULOU OPTIQUE;MA;14000;KENITRA;1;0;2;885;885;23/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
15/12/2020;1013300405;4161 - OPTIFAK;1-292;1;68;ECR;AL WAHA OPT;MA;47900;ZAGORA;1;0;2;707;707;17/12/2020;05/01/2021;30/12/2020 // Réf: 224691;V20201897
24/12/2020;1013332744;416102 - OPTIFAK;2;1;18;ECR;VEGA OPTIC;MA;45000;OUARZAZATE;1;0;1.2;587;587;26/12/2020;05/01/2021;30/12/2020 // Réf: 224692;V20201897
23/12/2020;1013332721;416102 - OPTIFAK;2;1;72;ECR;OPTIC BADR;MA;70000;LAAYOUNE;1;0;1.2;282.4;282.4;24/12/2020;05/01/2021;30/12/2020 // Réf: 224692;V20201897
23/12/2020;1013332720;416102 - OPTIFAK;2;1;18;ECR;VEGA OPTIC;MA;45000;OUARZAZATE;1;0;1.2;294;294;25/12/2020;05/01/2021;30/12/2020 // Réf: 224692;V20201897
21/12/2020;1013332713;416102 - OPTIFAK;2;1;18;ECR;VEGA OPTIC;MA;45000;OUARZAZATE;1;0;1.2;370;370;22/12/2020;05/01/2021;30/12/2020 // Réf: 224692;V20201897
18/12/2020;1013332599;416102 - OPTIFAK;2;1;18;ECR;VEGA OPTIC;MA;45000;OUARZAZATE;1;0;1.2;604;604;21/12/2020;05/01/2021;30/12/2020 // Réf: 224692;V20201897
18/12/2020;1013541311;416113 - OPTIFAK  FES;13;1;10;ECR;ITQUANE;MA;52000;ERRACHIDIA;1;0;1.2;206;206;19/12/2020;05/01/2021;30/12/2020 // Réf: 224693;V20201897
18/12/2020;1013541309;416113 - OPTIFAK  FES;13;1;41;ECR;NISAF OPTIC;MA;52200;ARFOUD;1;0;1.2;211.5;211.5;19/12/2020;05/01/2021;30/12/2020 // Réf: 224693;V20201897
18/12/2020;1013541310;416113 - OPTIFAK  FES;13;1;53;ECR;OPTIFAK;MA;16200;OUEZZANE;1;0;1.2;213.5;213.5;22/12/2020;05/01/2021;30/12/2020 // Réf: 224693;V20201897
15/12/2020;1013539947;416113 - OPTIFAK  FES;13;1;10;ECR;ITQUANE;MA;52000;ERRACHIDIA;1;0;1.2;248;248;16/12/2020;05/01/2021;30/12/2020 // Réf: 224693;V20201897
15/12/2020;1013539941;416113 - OPTIFAK  FES;13;1;41;ECR;NISAR;MA;52200;ARFOUD;1;0;1.2;332;332;16/12/2020;05/01/2021;30/12/2020 // Réf: 224693;V20201897
15/12/2020;1013539939;416113 - OPTIFAK  FES;13;1;10;ECR;AL ANWAR;MA;52000;ERRACHIDIA;1;0;1.2;182;182;16/12/2020;05/01/2021;30/12/2020 // Réf: 224693;V20201897
14/12/2020;1013539935;416113 - OPTIFAK  FES;13;1;41;ECR;NISAF OPTIK;MA;52200;ARFOUD;1;0;2;297;297;15/12/2020;05/01/2021;30/12/2020 // Réf: 224693;V20201897
11/12/2020;1013539926;416113 - OPTIFAK  FES;13;1;41;ECR;NISAF  OPTIC;MA;52200;ARFOUD;1;0;1.2;223;223;14/12/2020;05/01/2021;30/12/2020 // Réf: 224693;V20201897
21/12/2020;1013525930;416115 - OPTIFAK MARRAKECH;15;1;68;ECR;ZAG OPTIC;MA;47900;ZAGORA;1;0;2;224;224;22/12/2020;05/01/2021;30/12/2020 // Réf: 224694;V20201897
21/12/2020;1013525931;416115 - OPTIFAK MARRAKECH;15;1;65;ECR;HAMO OPTIC;MA;45800;TINGHIR;1;0;2;703.7;703.7;23/12/2020;05/01/2021;30/12/2020 // Réf: 224694;V20201897
18/12/2020;1013525918;416115 - OPTIFAK MARRAKECH;15;1;68;ECR;ZAG OPTIC;MA;47900;ZAGORA;1;0;2;400;400;22/12/2020;05/01/2021;30/12/2020 // Réf: 224694;V20201897
17/12/2020;1013525913;416115 - OPTIFAK MARRAKECH;15;1;65;ECR;HAMO OPTIC;MA;45800;TINGHIR;1;0;2;434.3;434.3;20/12/2020;05/01/2021;30/12/2020 // Réf: 224694;V20201897
17/12/2020;1013525912;416115 - OPTIFAK MARRAKECH;15;1;68;ECR;ZAG OPTIC;MA;47900;ZAGORA;1;0;2;146.5;146.5;18/12/2020;05/01/2021;30/12/2020 // Réf: 224694;V20201897
14/12/2020;1013523771;416115 - OPTIFAK MARRAKECH;15;1;65;ECR;M K  OPTIC;MA;45800;TINGHIR;1;0;2;562.5;562.5;17/12/2020;05/01/2021;30/12/2020 // Réf: 224694;V20201897
14/12/2020;1013523772;416115 - OPTIFAK MARRAKECH;15;1;65;ECR;HAMO OPTIC;MA;45800;TINGHIR;1;0;2;317.8;317.8;18/12/2020;05/01/2021;30/12/2020 // Réf: 224694;V20201897
11/12/2020;1013526539;416115 - OPTIFAK MARRAKECH;15;1;65;ECR;HAMO OPTIC;MA;45800;TINGHIR;1;0;2;204.4;204.4;15/12/2020;05/01/2021;30/12/2020 // Réf: 224694;V20201897
24/12/2020;1012622840;4161212 - OPTIFAK SALE;212;1;10;ECR;IRIS OPTIQUE;MA;52000;ERRACHIDIA;1;0;1.2;450;450;25/12/2020;05/01/2021;30/12/2020 // Réf: 224695;V20201897
01/12/2020;884426;4161212 - OPTIFAK SALE;212;1;3;ECR;OPTIQUE AMROUZ;MA;32250;IMZOUREN;1;0;1.2;564.25;564.25;16/12/2020;05/01/2021;30/12/2020 // Réf: 224695;V20201897
06/08/2020;1012602559;416122 - OPTIFAK RABAT;22;1;8;ECR;AMROUS OPTIQUE;MA;32000;AL HOCEIMA;1;0;1.2;805;805;07/08/2020;05/01/2021;28/12/2020 // Réf: 224166;V20201890
23/12/2020;60303744;4177 - KAUFMANN;1;1;57;ECR;PA EL AISSAOUI;MA;26000;SETTAT;2;0;20;2 104.00;2104;24/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
22/12/2020;60303720;4177 - KAUFMANN;1;1;72;ECR;STE HYGIENNE DU SAHARA;MA;70000;LAAYOUNE;6;0;85;9 200.00;9200;25/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
22/12/2020;60303723;4177 - KAUFMANN;1;1;57;ECR;GGE IFRIQUIA;MA;26000;SETTAT;10;0;150;8 400.00;8400;23/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
18/12/2020;60303710;4177 - KAUFMANN;1;1;50;ECR;DRISS;MA;25000;KHOURIBGA;5;0;50;4 800.00;4800;22/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
16/12/2020;60303803;4177 - KAUFMANN;1;1;59;ECR;SAID PA;MA;25350;OUED ZEM;1;0;10;546;546;19/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
09/12/2020;60304245;4177 - KAUFMANN;1;1;15;ECR;MABCHOUR ABDELJALIL;MA;40000;MARRAKECH;2;0;30;2 600.00;2600;11/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
09/12/2020;60304244;4177 - KAUFMANN;1;1;15;ECR;MABCHOR ABDELJALIL;MA;40000;MARRAKECH;4;0;60;5 200.00;5200;11/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
09/12/2020;60304243;4177 - KAUFMANN;1;1;15;ECR;MAB ABDELJALIL;MA;40000;MARRAKECH;4;0;60;5 200.00;5200;11/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
08/12/2020;60304022;4177 - KAUFMANN;1;1;50;ECR;STE AZIPETRO SARL;MA;25000;KHOURIBGA;3;0;45;3 840.00;3840;18/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
08/12/2020;60304023;4177 - KAUFMANN;1;1;50;ECR;STE AZIPETRO SARL;MA;25000;KHOURIBGA;3;0;45;3 840.00;3840;18/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
08/12/2020;60304021;4177 - KAUFMANN;1;1;50;ECR;STE AZIPETRO SARL;MA;25000;KHOURIBGA;3;0;45;3 840.00;3840;18/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
08/12/2020;60304024;4177 - KAUFMANN;1;1;50;ECR;STE AZIPETRO SARL;MA;25000;KHOURIBGA;3;0;45;3 840.00;3840;18/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
08/12/2020;60304020;4177 - KAUFMANN;1;1;50;ECR;STE AZIPETRO SARL;MA;25000;KHOURIBGA;3;0;45;3 840.00;3840;18/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
08/12/2020;60304025;4177 - KAUFMANN;1;1;50;ECR;STE AZIPETRO SARL;MA;25000;KHOURIBGA;1;0;15;2 820.00;2820;18/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
08/12/2020;60304026;4177 - KAUFMANN;1;1;50;ECR;STE AZIPETRO SARL;MA;25000;KHOURIBGA;5;0;75;4 400.00;4400;18/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
08/12/2020;60304310;4177 - KAUFMANN;1;1;50;ECR;STE AZIPETRO SARL;MA;25000;KHOURIBGA;5;0;75;4 400.00;4400;18/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
08/12/2020;60304305;4177 - KAUFMANN;1;1;50;ECR;STE AZIPETRO SARL;MA;25000;KHOURIBGA;5;0;75;4 400.00;4400;18/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
02/12/2020;60303983;4177 - KAUFMANN;1;1;73;ECR;STE AHIL LOG;MA;73000;DAKHLA;3;0;55;3 840.00;3840;08/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
02/12/2020;60303984;4177 - KAUFMANN;1;1;73;ECR;STE AHIL LOGISTIQUE;MA;73000;DAKHLA;3;0;55;3 840.00;3840;08/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
27/11/2020;60303953;4177 - KAUFMANN;1;1;22;ECR;CENTRE MODERNE;MA;11000;SALE;1;0;15;5 250.00;5250;08/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
27/11/2020;60303952;4177 - KAUFMANN;1;1;22;ECR;CENTRE MODERNE;MA;11000;SALE;1;0;15;5 250.00;5250;08/12/2020;05/01/2021;30/12/2020 // Réf: 224725;V20201901
25/12/2020;645521;4183 - MOVISIA;1;1;15;ECC;See Well Optik;MA;40000;MARRAKECH;1;0;3;90;90;26/12/2020;05/01/2021;30/12/2020 // Réf: 224727;V20201901
25/12/2020;638804;4183 - MOVISIA;1;1;114;ECR;Optique Noor;MA;14000;KENITRA;1;0;3;60;60;26/12/2020;05/01/2021;30/12/2020 // Réf: 224727;V20201901
25/12/2020;647054;4183 - MOVISIA;1;1;1-299;ECR;Opt Safy;MA;28800;MOHAMMEDIA;1;0;3;300;300;26/12/2020;05/01/2021;30/12/2020 // Réf: 224727;V20201901
25/12/2020;638939;4183 - MOVISIA;1;1;21;ECR;Confort Opt Ojd;MA;60000;OUJDA;1;0;3;480;480;26/12/2020;05/01/2021;30/12/2020 // Réf: 224727;V20201901
25/12/2020;504701;4183 - MOVISIA;1;1;15;ECR;Alpha Vision;MA;40000;MARRAKECH;1;0;3;2 301.00;2301;26/12/2020;05/01/2021;30/12/2020 // Réf: 224727;V20201901
